2025-11-12T22:34:47.663241 | 198.51.100.62 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=portal
2025-11-12T22:54:00.105772 | 198.51.100.120 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:54:00.124583 | 198.51.100.210 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:54:00.243864 | 198.51.100.124 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:54:00.363291 | 198.51.100.137 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:54:00.482271 | 198.51.100.58 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:54:00.602423 | 198.51.100.39 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:54:00.721104 | 198.51.100.222 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:54:00.740605 | 198.51.100.163 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:54:00.862244 | 198.51.100.12 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:54:00.983992 | 198.51.100.19 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:54:01.103975 | 198.51.100.193 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:54:01.222452 | 198.51.100.83 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:54:01.242860 | 198.51.100.152 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:54:01.363708 | 198.51.100.166 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:54:01.483029 | 198.51.100.87 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:54:01.607783 | 198.51.100.79 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:54:01.632546 | 198.51.100.62 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:54:01.753774 | 198.51.100.66 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:54:01.868710 | 198.51.100.74 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:54:01.987623 | 198.51.100.202 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:54:02.103241 | 198.51.100.71 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:54:02.217601 | 198.51.100.201 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:54:02.231764 | 198.51.100.117 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:54:02.346742 | 198.51.100.136 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:54:02.461488 | 198.51.100.226 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:54:02.577808 | 198.51.100.45 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:54:02.693256 | 198.51.100.121 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:54:02.807848 | 198.51.100.3 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:54:02.921839 | 198.51.100.170 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:54:02.936345 | 198.51.100.9 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:54:03.050687 | 198.51.100.142 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:54:03.164737 | 198.51.100.168 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:54:03.279511 | 198.51.100.63 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:54:03.394170 | 198.51.100.62 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T23:04:35.006792 | 198.51.100.69 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=portal
2025-11-12T23:04:35.038315 | 198.51.100.20 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=portal
2025-11-12T23:04:35.053965 | 198.51.100.139 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=portal
2025-11-12T23:04:35.067824 | 198.51.100.237 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=portal
2025-11-12T23:04:35.082342 | 198.51.100.68 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=portal
2025-11-12T23:04:35.131475 | 198.51.100.99 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=shield
2025-11-12T23:04:35.146841 | 198.51.100.178 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=shield
2025-11-12T23:04:35.162695 | 198.51.100.159 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=shield
2025-11-12T23:04:35.176783 | 198.51.100.68 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=shield
2025-11-12T23:04:35.190641 | 198.51.100.236 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=shield
2025-11-12T23:04:35.204730 | 198.51.100.30 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=shield
2025-11-12T23:04:35.241071 | 198.51.100.79 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T23:04:35.255133 | 198.51.100.122 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T23:04:35.292612 | 198.51.100.2 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T23:04:35.307916 | 198.51.100.54 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T23:04:35.322083 | 198.51.100.182 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T23:04:35.337514 | 198.51.100.4 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T23:04:35.352439 | 198.51.100.39 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T23:04:35.366387 | 198.51.100.25 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T23:04:35.380512 | 198.51.100.182 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-13T18:48:41.177460 | 198.51.100.82 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=portal
2025-11-13T18:48:41.225264 | 198.51.100.31 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=portal
2025-11-13T18:48:41.241644 | 198.51.100.229 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=portal
2025-11-13T18:48:41.360030 | 198.51.100.202 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=portal
2025-11-13T18:48:41.374730 | 198.51.100.15 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=portal
2025-11-13T18:48:41.428360 | 198.51.100.236 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=shield
2025-11-13T18:48:41.442797 | 198.51.100.99 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=shield
2025-11-13T18:48:41.557854 | 198.51.100.124 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=shield
2025-11-13T18:48:41.571885 | 198.51.100.132 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=shield
2025-11-13T18:48:41.588053 | 198.51.100.208 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=shield
2025-11-13T18:51:16.987820 | 198.51.100.183 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=portal
2025-11-13T18:51:17.021357 | 198.51.100.123 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=portal
2025-11-13T18:51:17.042627 | 198.51.100.129 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=portal
2025-11-13T18:51:17.090084 | 198.51.100.110 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=shield
2025-11-13T18:51:17.105991 | 198.51.100.206 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=shield
2025-11-13T18:51:17.120742 | 198.51.100.3 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=shield
2025-11-13T18:51:17.135470 | 198.51.100.62 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=shield
2025-11-13T18:51:17.149536 | 198.51.100.165 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=shield
2025-11-13T18:51:17.188133 | 198.51.100.121 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-13T18:51:17.205149 | 198.51.100.240 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-13T18:51:17.220703 | 198.51.100.5 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-13T18:51:17.238372 | 198.51.100.47 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-13T18:51:17.255006 | 198.51.100.13 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-13T18:51:17.271084 | 198.51.100.210 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-13T18:51:17.287837 | 198.51.100.6 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-13T18:51:17.304151 | 198.51.100.230 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-13T18:51:17.319092 | 198.51.100.81 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-13T18:51:17.335944 | 198.51.100.202 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-13T18:51:17.351074 | 198.51.100.91 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-13T18:51:17.367574 | 198.51.100.207 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-13T18:51:17.382176 | 198.51.100.65 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-13T18:51:17.399085 | 198.51.100.54 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-13T18:51:17.414593 | 198.51.100.10 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-13T18:51:17.429397 | 198.51.100.192 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-13T18:51:17.445028 | 198.51.100.129 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-13T18:51:17.459422 | 198.51.100.17 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-13T18:51:17.474502 | 198.51.100.73 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-13T18:51:17.489643 | 198.51.100.250 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-13T18:51:17.507107 | 198.51.100.100 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-13T18:51:17.521946 | 198.51.100.195 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
